system:index,time,total_cloud_cover,total_precipitation,.geo
20220101T00,2022-01-01 00:00,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220101T01,2022-01-01 01:00,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220101T02,2022-01-01 02:00,0.005248282190260744,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220101T03,2022-01-01 03:00,0.001322085905304334,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220101T04,2022-01-01 04:00,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220101T05,2022-01-01 05:00,0.06022053476406725,-9.313225746154785E-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220101T06,2022-01-01 06:00,0.09151157086507714,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220101T07,2022-01-01 07:00,0.13012413990876898,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220101T08,2022-01-01 08:00,0.016610438129412597,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220101T09,2022-01-01 09:00,0.0019296748966846397,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220101T10,2022-01-01 10:00,0.0,9.313225746154785E-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220101T11,2022-01-01 11:00,0.0,-9.313225746154785E-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220101T12,2022-01-01 12:00,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220101T13,2022-01-01 13:00,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220101T14,2022-01-01 14:00,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220101T15,2022-01-01 15:00,0.0,9.313225746154785E-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220101T16,2022-01-01 16:00,0.0,-9.313225746154785E-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220101T17,2022-01-01 17:00,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220101T18,2022-01-01 18:00,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220101T19,2022-01-01 19:00,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220101T20,2022-01-01 20:00,0.003946227000434705,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220101T21,2022-01-01 21:00,0.8342896575550615,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220101T22,2022-01-01 22:00,0.9879743119614292,-9.313225746154785E-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
